val_loss,val_mape,loss,mape
0.0021419198645533594,528762.8125,0.01894306646157689,1338449.75
0.002137298893098936,415598.4375,0.002189711592865209,513824.5
0.001648484920120488,441952.71875,0.001925746569219377,467658.84375
0.001790206915352334,314144.46875,0.0017255473043269929,409252.59375
0.0014506045167521377,338108.5625,0.0016019472238263874,355943.90625
0.0014439446058352617,319019.75,0.0015589041433377686,324015.03125
0.0015085251599323286,262465.375,0.0015371107442611006,305044.71875
0.0014234661337054451,310057.875,0.001521789695438176,295763.46875
0.00138862866796126,272168.90625,0.0014961019272989606,285126.90625
0.0014297352135343097,305052.03125,0.001478779756698003,272765.90625
0.0013715345703994067,236165.375,0.0014500082829988418,265603.90625
0.0013517773669708387,254651.96875,0.0014205204470716618,251098.609375
0.0013274708043114365,187955.40625,0.0013689959601923068,226389.03125
0.0012741897104248411,154003.140625,0.001335738531669424,199078.6875
0.001244512690571617,190167.3125,0.0013030173710330377,175712.1875
0.0012115198283269267,139567.859375,0.0012895237036129347,160402.796875
0.0012138488198753386,125583.234375,0.0012830010023834168,148265.796875
0.0013343699623202454,161885.21875,0.0012751804696731757,142148.953125
0.0012004317434198242,116173.1796875,0.0012638878662510657,136314.203125
0.001171579760810729,126527.21875,0.0012600788493946139,132666.890625
0.0013767990078549992,91128.328125,0.0012552159621074049,126623.8828125
0.001172276276544955,123179.5859375,0.001254657124991673,121467.3125
0.0012873442091990244,94739.9609375,0.0012506706813719356,118013.265625
0.0011860603348164815,91398.546875,0.0012455596683347836,115675.8828125
0.0012908547085683734,85630.9921875,0.001243080024136916,116247.2265625
0.0011849271863525004,94141.8828125,0.0012414773246300801,113884.65625
0.0011917856985194637,85822.5859375,0.0012409727986132828,109851.75
0.0012226748553638964,134039.28125,0.0012346488006414731,107131.1015625
0.001235521483315155,74134.265625,0.0012372227709975209,103665.5
0.0012296651647478911,125049.671875,0.0012316534575116116,105590.609375
0.0012379700775816214,77502.4375,0.0012273880496270553,103315.5
0.0011682883049100308,85477.6875,0.0012277870722362165,100781.734375
0.001166035134984139,104570.1484375,0.0012253649283920504,100048.0
0.0012008951867886917,119501.4453125,0.0012243005575504648,98408.84375
0.0011836704335366171,107028.3984375,0.0012231341141252963,96392.1015625
0.0012336885333905246,71774.328125,0.0012223686331858043,97437.9921875
0.0011724239035539946,78968.46875,0.001220362849704183,97248.0390625
0.0011640123695660764,90914.9140625,0.0012175619323441795,94278.25
0.0011721459279950934,74945.6484375,0.0012174124716751188,96350.2578125
0.001173758738187159,92543.8359375,0.0012148546888342306,93684.8203125
0.0011682564676030662,94316.9375,0.001211512133878497,93423.9453125
0.0013244581587907524,59918.19140625,0.0012121412681485486,90954.2421875
0.0011801273443693824,83796.3125,0.0012142771278620481,90781.640625
0.0011963238450155792,98377.34375,0.0012124177122247882,89855.140625
0.0011724881114602375,74471.515625,0.0012082619433863675,91051.8984375
0.0012498851854757934,58363.125,0.0012063766242707864,88619.6484375
0.0012203244857299145,68570.6328125,0.0012089393308020188,88908.28125
0.0011656736404709255,76910.0703125,0.0012064465482397166,87146.609375
0.0012047785843760602,76149.9375,0.0012085254438177987,88566.5078125
0.0011817387806405473,66249.2265625,0.0012048472489136642,89050.4375
0.0011873611870201967,70303.625,0.0012021285295228548,86663.1953125
0.0011698011727794982,68198.5390625,0.0012017466423521798,86498.5
0.0012046625978365789,89103.6953125,0.0012045257836388501,85750.828125
0.0011691910672385647,85067.265625,0.0012039738113987265,85578.0546875
0.0011729844128221855,91371.4453125,0.0012012719695165197,86242.8671875
0.001173619274416248,94349.78125,0.001204075802845486,85333.3671875
0.0011676470792615764,101138.6015625,0.00119804729754448,84178.6328125
0.0011628048767116563,77419.109375,0.0011995065155298778,84770.578125
0.001196901369475823,87932.640625,0.0011964722826417198,84610.7109375
0.0011764329365715452,79848.1875,0.0011994182795258934,83601.140625
0.0012025500870121149,70951.9140625,0.0011981314277201415,83914.75
0.0011750991573225645,91576.4765625,0.0012007874949239265,84939.8671875
0.0011841542769422191,100445.3125,0.0011979395140024678,84895.2265625
0.0011677575143987113,96371.2109375,0.0011973160753979111,83448.640625
0.0011690279256210301,66819.828125,0.0011969797213810516,81779.65625
0.0011859601524768133,61867.1015625,0.0011954872118383204,82792.2734375
0.0011637870890754691,74361.6953125,0.0011939565339003642,82470.859375
0.0012194960556836231,59345.06640625,0.001197417705700822,82150.1640625
0.0012247954680590176,63387.26953125,0.0011977403348626368,82261.6796875
0.00117118346384376,71885.1171875,0.0011959971815288107,81197.4609375
0.0011777293991065089,64863.73046875,0.0011937497139149576,82262.3515625
0.0011762326311506198,79142.0390625,0.0011974478985546373,80769.421875
0.0012387495459170086,57370.078125,0.001192711957212379,82117.046875
0.001163368629012295,79948.4609375,0.0011944810877963035,80944.6171875
0.0011762180203807758,88021.078125,0.0011959971365032697,81274.3984375
0.0012643072914430705,59412.43359375,0.0011923890823130167,79915.0
0.001188700470019242,61539.765625,0.0011951670547947952,80621.3046875
0.0012596529485761666,99558.1328125,0.0011962696173414783,79352.9921875
0.0011841500400694436,68231.59375,0.0011926812927132737,78135.3671875
0.0011699984395200107,72779.3203125,0.0011944110613804132,78568.7109375
0.0011885696865393898,96109.0859375,0.0011930317680087662,78921.15625
0.0012328683070708954,104549.390625,0.0011932997039524498,79088.9921875
0.0011909422851159657,85422.71875,0.0011936184469931075,78417.5
0.0011696101038745077,75325.8671875,0.0011941547932627188,79074.0859375
0.0012229808603919407,100752.4609375,0.0011935907132169486,78763.625
0.001186663283402312,83310.5234375,0.0011938864380028973,78358.046875
0.001235224388679886,59287.16796875,0.0011913675342107835,78607.3125
0.0011918355076346566,94483.3671875,0.0011952214065164399,79442.2265625
0.0011899884597094776,96602.8515625,0.0011920959620321896,77936.140625
0.0011658676492139874,69118.4140625,0.0011941726136653675,76759.90625
0.0011674555707700326,80816.9765625,0.0011895651766490357,76600.5703125
0.0012993315209534587,99805.453125,0.001190257508153639,78950.453125
0.0011726476801216992,73312.7109375,0.0011924878762122348,78675.4765625
0.0012392594392424442,60490.63671875,0.001193312714203498,77067.921875
0.0011659163573142118,84408.1953125,0.0011897323739332253,76993.6640625
0.0011670851832272513,69528.765625,0.00119237498884017,78490.015625
0.0011782655170226371,60508.51953125,0.0011909368002088847,78940.0
0.001173711571497937,85264.4765625,0.001189915252136438,76840.4765625
0.0011887164427164408,86465.5546875,0.0011915080889870267,77096.34375
0.001186259314169741,85413.7265625,0.0011898882042624091,74732.4453125
0.0011721853437491392,86976.703125,0.0011913412396955937,75643.640625
0.0011929962236540436,105597.625,0.001189722255572091,78025.3984375
0.001166489856932759,70483.625,0.001191778143220553,76086.0625
0.0011703789416922636,71639.5703125,0.001189224588614759,76924.84375
0.0011958816082987167,95513.4453125,0.0011920470498926147,76279.640625
0.00118097939588652,59989.3828125,0.001191810450714732,75957.3046875
0.0012086482623230703,93285.390625,0.0011865606601452153,77565.1328125
0.0011712699877171478,61560.9609375,0.0011889271835123741,75936.0859375
0.0011675630023374368,61561.859375,0.0011911170261103506,76029.0625
0.0012453318711326405,103963.5703125,0.0011905310131244881,75080.78125
0.0012186018237101276,92247.921875,0.0011892831999721543,76056.078125
0.0011696389985174623,68323.0078125,0.001190371050691791,77445.109375
0.0012470644903022727,86684.8203125,0.001187241420237763,75205.75
0.0011634164974112134,73035.015625,0.0011902497201436671,76291.875
0.0011604304433385938,73574.515625,0.0011877491047096779,75053.71875
0.0011882328344615743,58262.90234375,0.0011921026912056557,75868.828125
0.001202390780279143,67468.546875,0.001186897117423512,75292.46875
0.0012071442396211162,55852.1953125,0.00118921646250087,75900.8125
0.0011730257553524259,65931.6328125,0.001188123778972583,75865.90625
0.0011708514103863348,63699.9296875,0.0011893451552595893,76285.890625
0.0011627959121850821,80317.5703125,0.0011875832009130333,74098.5703125
0.0011610321319330773,74494.375,0.0011911583426284682,74737.3515625
0.0012148279997139428,52717.40234375,0.0011893432918641902,75824.140625
0.0011773937659261284,85851.6484375,0.0011891193077483595,74706.53125
0.001171135654714592,73811.65625,0.0011895442697643706,76814.6640625
0.001294468052659428,85173.6328125,0.001188890041788476,75835.9140625
0.0011677652106337672,63643.82421875,0.001188472241785183,74980.59375
0.0011653883968331476,68954.4765625,0.0011880273571195546,75658.375
0.0011845992107139887,76093.5546875,0.0011883163281252067,76033.109375
0.0011656942024334466,71051.234375,0.001189437210248848,74205.8359375
0.001164684613098788,71547.3046875,0.0011901913194190762,74163.640625
0.0011803635803378995,55115.48828125,0.0011920911029281815,73659.5390625
0.0011751908028735534,69879.671875,0.0011882533705163656,74950.09375
0.0011685433663722585,68890.703125,0.0011862202240616683,74101.4375
0.0011658876090272928,76687.078125,0.001188169737867443,73966.09375
0.0012227223815054725,98455.3515625,0.001188568530463586,76137.84375
0.0011817001622195147,76079.1328125,0.0011862132419627768,75339.1015625
0.001173135239653142,59755.73046875,0.0011875551748279853,73119.2734375
0.0011606081914927336,81597.40625,0.0011886689723846762,74842.53125
0.0011658631674659964,70707.5625,0.0011875948535227266,74649.859375
0.0012022940639010715,66581.6875,0.0011863712392627184,73731.6015625
0.0011636269856954956,61958.01171875,0.0011876461443322852,74179.140625
0.00119792265193589,52898.4765625,0.0011859343946208933,74927.234375
0.0011681772691002742,67912.953125,0.0011874030814223167,74112.828125
0.0011701543971149126,65976.5625,0.0011875367722457154,73069.546875
0.0012156404887335819,57389.40234375,0.0011898791533560358,72905.515625
0.001166336436512413,72373.6328125,0.0011875261054072514,74833.5859375
0.001164909598940869,72523.2734375,0.001187286969433832,73901.875
0.0011635267961536521,77635.203125,0.0011876910394193806,73915.5234375
0.0012066317717753926,54148.91796875,0.0011890625631165667,75452.078125
0.001263301560685252,110182.1015625,0.0011893598300805144,73900.484375
0.0012265070521859647,83191.890625,0.0011882658571637525,73877.96875
0.001166273998550323,90204.75,0.001184325297791806,73667.5546875
0.0011658688352786252,58333.6171875,0.0011886174470680472,74931.5078125
0.0011873460780139162,61115.67578125,0.0011872569536901802,72941.5703125
